Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Paid views to 95%,Lifetime Paid views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Paid Video Views,Lifetime Paid Video Views.1,Lifetime Average time video viewed,Lifetime Video length,Lifetime Talking About This (Post) by action type - like,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - comment,Lifetime Post Stories by action type - share,Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks,Lifetime Matched Audience Targeting Consumptions by Type - other clicks,Project ID
357045034501999_570386879834479,https://www.facebook.com/weareotv/posts/570395809833586:0,You're So Talented,Photo,,,12/19/2016 11:38:37 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,YST
357045034501999_570386846501149,https://www.facebook.com/weareotv/posts/570396149833552:0,You're So Talented,Photo,,,12/19/2016 11:38:34 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,YST
357045034501999_570386806501153,https://www.facebook.com/weareotv/posts/570396163166884:0,You're So Talented,Photo,,,12/19/2016 11:38:32 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,YST
357045034501999_570386679834499,https://www.facebook.com/weareotv/posts/570396186500215:0,You're So Talented,Photo,,,12/19/2016 11:38:25 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,YST
357045034501999_570386616501172,https://www.facebook.com/weareotv/posts/570395816500252:0,You're So Talented,Photo,,,12/19/2016 11:38:22 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,YST
357045034501999_570386566501177,https://www.facebook.com/weareotv/posts/570396129833554:0,You're So Talented,Photo,,,12/19/2016 11:38:19 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,YST
357045034501999_570386466501187,https://www.facebook.com/weareotv/posts/570396139833553:0,You're So Talented,Photo,,,12/19/2016 11:38:15 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,YST
357045034501999_570386459834521,https://www.facebook.com/weareotv/posts/570396153166885:0,You're So Talented,Photo,,,12/19/2016 11:38:14 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,YST
357045034501999_570386386501195,https://www.facebook.com/weareotv/posts/570396126500221:0,You're So Talented,Photo,,,12/19/2016 11:38:09 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,YST
357045034501999_570386379834529,https://www.facebook.com/weareotv/posts/570395869833580:0,You're So Talented,Photo,,,12/19/2016 11:38:08 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,YST
357045034501999_462786510594517,https://www.facebook.com/weareotv/posts/462786510594517,"#OpenTVMarathon x #TheSetSpeaks is a wrap! Stay tuned for more magical, artistic babes on acretv.org through March! &lt;3",Photo,,,02/29/2016 09:53:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,None
357045034501999_462287360644432,https://www.facebook.com/weareotv/posts/462287360644432:0,"We've been dying to collaborate with TRQPITECA and it all goes down tonight at 10pm! LIVE on acretv.org! Tune in! 
#OpenTVMarathon #thesetspeaks",Photo,,,02/27/2016 07:02:00 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,None
357045034501999_461461477393687,https://www.facebook.com/weareotv/posts/461461477393687:0,"What are you doing in 20 minutes? Tune in: #OpenTVMarathon streaming at acretv.org

We're watching the first two episodes of #FullOutSeries and LIVE tweeting with @King King is a Fink Productions! Join us 8:30p CT. 

twitter: @kingisafink | @weareopentv  
hashtags: #FullOutSeries #OpenTVMarathon

#thesetspeaks",Photo,,,02/24/2016 06:11:59 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1.0,,,None
357045034501999_461333450739823,https://www.facebook.com/weareotv/posts/461333450739823,"Episode Three of #FullOutSeries is now LIVE!

Stop what you're doing and watch the story unfold exclusively at www.weareopen.tv/fulloutseries #OpenTVOriginals King is a Fink Productions",Link,,,02/24/2016 08:02:00 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,2.0,,,None
357045034501999_461156920757476,https://www.facebook.com/weareotv/posts/461156920757476,Don't forget to snag a ticket (or 4) to Honey Pot Performance's gala this Saturday! The #OpenTVCommunity will be in the house - tune in to the #OpenTVMarathon today at 6pm and watch HPP put the finishing plans for the event in motion exclusively at www.acretv.org #weareopentv #thesetspeaks,Link,,,02/23/2016 01:42:25 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,None
357045034501999_461147984091703,https://www.facebook.com/weareotv/posts/461147984091703,"Episode Three of #FullOutSeries is almost here. Tune in tomorrow 2/24! 
#weareopentv #opentvoriginals",SharedVideo,,,02/23/2016 12:55:31 PM, ,70,57,0,125,109,0,1,0,0,0,0,72,25,0,0,1,0,0,0,0,12,12,0,0,0,13674,1,1,,,,,None
357045034501999_461141244092377,https://www.facebook.com/weareotv/posts/461141244092377,"#OpenTVMarathon is back today at 5pm but right now you can get an exclusive, never-before-seen screening of everything #OpenTV if you head over to acretv.org. Do it now! #OpenTVCommunity #weareopentv",Photo,,,02/23/2016 12:16:26 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,None
357045034501999_461117210761447,https://www.facebook.com/weareotv/posts/461117210761447,"The first day of the #OpenTVMarathon was a success starting with Fatimah Asghar in conversation with Jamila Woods about #BrownGirls, Eli McKinnon editing #2qik live, and Darling Shear in rehearsal!",Photo,,,02/23/2016 11:02:00 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,2.0,,,DS
357045034501999_460834474123054,https://www.facebook.com/weareotv/posts/460834474123054,FYI! This is tomorrow! Mark your calendars!,Link,,,02/22/2016 04:48:45 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,None
357045034501999_460727860800382,https://www.facebook.com/weareotv/posts/460727860800382,"The #OpenTVMarathon is now LIVE! 
Tune in to: Fatimah Asghar in conversation with Jamila Woods about web series, poetry and politics. www.acretv.org #opentvcommunity #weareopentv",Photo,,,02/22/2016 09:27:25 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,None
357045034501999_460694717470363,https://www.facebook.com/weareotv/posts/460694717470363,We're live!,Link,,,02/22/2016 07:49:34 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,2.0,,,None
357045034501999_460606874145814,https://www.facebook.com/weareotv/posts/460606874145814,"#toomuchmagic! 

Next episode of #FullOutSeries is LIVE this Wednesday 2/24! 
#opentvoriginals #opentvcommunity #weareopentv",Photo,,,02/22/2016 02:39:11 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,None
357045034501999_459577160915452,https://www.facebook.com/weareotv/posts/459577160915452,"Don't forget to RSVP: Shared Language: A Community Classroom
Tuesday, Feb. 23 at the Arts Incubator in Washington Park! 
6:00-8:00pm",Link,,,02/21/2016 01:58:00 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1.0,,,,None
357045034501999_459983724208129,https://www.facebook.com/weareotv/posts/459983724208129,yasssss lawd,Photo,,,02/19/2016 07:49:50 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,,,,None
357045034501999_459575257582309,https://www.facebook.com/weareotv/posts/459575257582309,"Coming soon to to a screen near you! 
Keep your eyes peeled for the #BronxCuntTour starring NIC KAY! 
#lilBLK #weareopentv #OpenTVOriginals #OpenTVCommunity",Link,,,02/19/2016 09:46:00 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,None
357045034501999_459065230966645,https://www.facebook.com/weareotv/posts/459065230966645,"Happy Friday, y'all! 
There is nothing like a bit of #SouthernForPussy to get your creative juices following &lt;3 #weareopentv #opentvpresents",Link,,,02/19/2016 09:13:00 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,None
357045034501999_459573784249123,https://www.facebook.com/weareotv/posts/459573784249123,"Elijah, your hostess with the mostess is guest hosting Slo 'Mo this evening at The Whistler! And it's Rihanna themed! 
What tricks does she have in store for you?",Link,,,02/18/2016 02:39:01 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,None
357045034501999_459582647581570,https://www.facebook.com/weareotv/posts/459582647581570,"Chapter Two of You're So Talented is LIVE!

Tune in as Bea, Devin and Jesse take a trip to the suburbs to visit Jesse's family.

#OpenTVOriginals #weareopentv #YST #youresotalented",Link,,,02/18/2016 09:05:46 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,2.0,13.0,,,YST
357045034501999_459066260966542,https://www.facebook.com/weareotv/posts/459066260966542,"People say such nice things about #OpenTV and our programming. Keep spreading the love and light, y'all!",Status,,,02/17/2016 02:19:00 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,None
357045034501999_459065854299916,https://www.facebook.com/weareotv/posts/459065854299916,"The rumors are true! Between Monday the 22nd and Sunday the 28th, the #OpenTVCommunity will be live on camera developing new ideas, choreographing and rehearsing dance routines, shooting and editing video projects, and more. 

The first official #OpenTVMarathon is here. Will you tune in?",Link,,,02/17/2016 09:17:00 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,,,None
357045034501999_459051377634697,https://www.facebook.com/weareotv/posts/459051377634697,"Join us at the Arts Incubator in Washington Park next week! 

Moderated by Open TV's Aymar Jean Christian, this workshop on gender, language, and alternative television will include a sneak peek of oral historian and activist Andre Perez's soon-to-be-released documentary on trans history and conversation with Mr. Perez and artist/educator Rebecca Kling about recent representations of trans/GNC identity including: Her Story, I Am Cait, Orange Is The New Black, So Popular, Transparent and Prancing Elites.
#weareopentv #opentvcommunity",Link,,,02/16/2016 01:11:00 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,2.0,,,None
357045034501999_459051847634650,https://www.facebook.com/weareotv/posts/459051847634650,"Have you visited the #OpenTVPresents vertical recently? It's the best way to keep up with independent pilots about artists exploring alternative relationships. #weareopentv #opentvcommunity 
#letgoanletgod #southernforpussy #nupitaobama",Link,,,02/16/2016 10:14:00 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,1.0,,,None
357045034501999_459041187635716,https://www.facebook.com/weareotv/posts/459041187635716,"AJ Christian, Founder and Head of Development at Open TV sits down with Roy Kinsey to discuss everything from Beyonce to his favorite literature. Do yourself a favor and listen up to the first episode of Reading Came First! 
#weareopentv #opentvcommunity",Link,,,02/16/2016 07:43:11 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,1.0,6.0,,,OTV
357045034501999_457800847759750,https://www.facebook.com/weareotv/posts/457800847759750,"&quot;I think a lot about the many ways BLACK people can learn to fly/transcend. This is a musical, movement, spiritual + intellectual exercise for me. Sometimes when I’m practicing I record myself and share the videos online. I have developed an artistic practice to return daily to this exercise. I love my radical, black, queer, gender non-conforming existence. The world doesn't. I organize. I protest. I teach. I love. I listen. I create.&quot; 
- NIC KAY in the #OpenTVCommunity #weareopentv #bronxcunttour #lilBLK
http://www.weareopen.tv/open-tv-community//viewpoints-by-nic-kay",Link,,,02/14/2016 12:53:00 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,,3.0,,,None
357045034501999_457797741093394,https://www.facebook.com/weareotv/posts/457797741093394:0,"The #OpenTVProgram is here for you! Are you here for it?! 
Sign up to receive all of the juicy details. You're inbox will thank you: http://www.weareopen.tv/program",Photo,,,02/14/2016 09:44:01 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,None
357045034501999_457796144426887,https://www.facebook.com/weareotv/posts/457796144426887,"Party Noire is this weekend! See you on the dance floor &lt;3 
https://www.facebook.com/events/454170654769753/",Link,,,02/12/2016 11:29:01 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,,,,None
357045034501999_457793277760507,https://www.facebook.com/weareotv/posts/457793277760507,"Are you keeping up with the #OpenTVCommunity? 
Updates on cultural practices, the work and careers of artists, along with provocative essays from scholars, producers and critics. Get active! Our community is looking super QT these days!
#weareopentv",Link,,,02/12/2016 09:08:00 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,None
357045034501999_457792344427267,https://www.facebook.com/weareotv/posts/457792344427267,"happy Thursday, y'all &lt;3",Link,,,02/11/2016 04:53:32 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,,,,,None
357045034501999_457789884427513,https://www.facebook.com/weareotv/posts/457789884427513,"Episode Two of #FullOutSeries is here! 
Watch now: www.weareopen.tv/fulloutseries 
Episode Three is LIVE 2/24! Mark your calendars! 
#weareopentv",SharedVideo,,,02/11/2016 04:40:22 PM, ,57,41,0,123,103,0,3,1,1,0,0,85,24,0,0,3,0,0,0,0,11,11,0,0,0,15137,3,3,,,1,1,None
357045034501999_457788791094289,https://www.facebook.com/weareotv/posts/457788791094289,"Thanks for including us in your round up of #LGBTQ platforms Planet London! 
cc: King is a Fink Productions #FullOutSeries",Link,,,02/11/2016 04:30:05 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,,,,None
357045034501999_457468674459634,https://www.facebook.com/weareotv/posts/457468674459634,#moments,Link,,,02/10/2016 10:51:06 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,,,,None
357045034501999_457419991131169,https://www.facebook.com/weareotv/posts/457419991131169,"Episode Two of #FullOutSeries is now LIVE! 

Stop what you're doing and watch the story unfold exclusively at www.weareopen.tv/fulloutseries #OpenTVOriginals King is a Fink Productions",Link,,,02/10/2016 07:32:33 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,1.0,,,None
357045034501999_457257954480706,https://www.facebook.com/weareotv/posts/457257954480706,"Photos from OPEN TV ORIGINALS: You're So Talented Season 2 Premiere are in! Thanks Cachet! &lt;3 

And yes! It's totally okay to watch Chapter One of You're So Talented three more times before the next release. 

2/18 - Chapter Two 

#youresotalented 
#weareopentv",Photo,,,02/09/2016 04:09:20 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1.0,,,,OTV|YST|YST
357045034501999_456017087938126,https://www.facebook.com/weareotv/posts/456017087938126,"Season Two of our marquee series, You're So Talented is now LIVE! Follow Bea as she continues to navigate her 20s and all its inevitable dramas. Watch Chapter One NOW exclusively at weareopen.tv/youresotalented 

Starring: Sam Bailey, Ashleigh Lathrop &amp; Gabe Franken 

Our Names Are Sam
#YST #YoureSoTalented #OpenTVOriginals #WeAreOpenTV",Link,,,02/05/2016 08:25:10 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,2.0,4.0,,,YST
357045034501999_455765837963251,https://www.facebook.com/weareotv/posts/455765837963251,"Thanks for the love Blavity &lt;3 &lt;3 &lt;3 
#letgoandletgod #opentvpresents #weareopentv",Link,,,02/04/2016 09:08:11 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,,,,None
